1642;611082.6667;2428342.3333;Val de Fontenay;FONTENAY-SOUS-BOIS;2
50047;2.33366506577888;48.8669463020695;Pyramides;PARIS-02EME;metro
55330;2.38488983901602;48.8738907818268;Pyrenees;PARIS-20EME;metro
1742;2.37378388489769;48.8373989542089;Quai de la Gare;PARIS-13EME;metro
1743;2.36703563413483;48.8457951983436;Quai de la Rapée;PARIS-12EME;metro
1744;2.33574247484458;48.8693729306069;Quatre Septembre;PARIS-02EME;metro
1745;2.35350496222254;48.8614000355035;Rambuteau;PARIS-04EME;metro
1659;2.26997975035107;48.8553920307943;Ranelagh;PARIS-16EME;metro
1660;2.33058309684112;48.8389637143162;Raspail;PARIS-14EME;metro
1676;2.35203525525425;48.8663118301881;Réaumur-Sébastopol;PARIS-02EME;metro
1661;2.32808305123987;48.8480544328681;Rennes;PARIS-06EME;metro
1679;2.36366959820676;48.8674860390566;République;PARIS-11EME;metro
1662;2.38611818658013;48.8472381327386;Reuilly-Diderot;PARIS-12EME;metro
1664;2.3720977804711;48.8608927535125;Richard-Lenoir;PARIS-11EME;metro
1665;2.33908809938486;48.8720139167525;Richelieu-Drouot;PARIS-09EME;metro
1666;2.37448742568144;48.8881235581407;Riquet;PARIS-19EME;metro
1667;2.42355673885079;48.85556400483;Robespierre;MONTREUIL;metro
1670;2.32098414419979;48.8825292240735;Rome;PARIS-17EME;metro
1672;2.27762632988678;48.8641004131629;Rue de la Pompe (Avenue Georges Mandel);PARIS-16EME;metro
1673;2.38914280457034;48.8521417733756;Rue des Boulets;PARIS-11EME;metro
1674;2.32556882179391;48.8557564721823;Rue du Bac;PARIS-07EME;metro
1693;2.38007329534159;48.8639878082439;Rue Saint-Maur;PARIS-11EME;metro
1680;2.37409760383489;48.8612121032505;Saint-Ambroise;PARIS-11EME;metro
1681;2.32043139650991;48.8746742716311;Saint-Augustin;PARIS-08EME;metro
22439;2.35741016429387;48.9296276098426;Saint-Denis-Porte de Paris;SAINT-DENIS;metro
50399;2.36235875823436;48.9456254805762;Saint-Denis-Universite;SAINT-DENIS;metro
1684;2.40485763553065;48.871951099492;Saint-Fargeau;PARIS-20EME;metro
1685;2.31403452688812;48.8518632147979;Saint-Francois-Xavier;PARIS-07EME;metro
1686;2.33758851215148;48.8785085363002;Saint-Georges;PARIS-09EME;metro
1687;2.33372046538119;48.8536134867907;Saint-Germain des Prés;PARIS-06EME;metro
1688;2.33622001540028;48.8332522883745;Saint-Jacques;PARIS-14EME;metro
1689;2.326185658552;48.8755778691635;Saint-Lazare;PARIS-08EME;metro
1690;2.41867310093048;48.8462977572576;Saint-Mandé;SAINT-MANDE;metro
1691;2.36140877914038;48.8395141857768;Saint-Marcel;PARIS-13EME;metro
1694;2.34346845196892;48.8532875817267;Saint-Michel;PARIS-05EME;metro
1695;2.36065335403361;48.8551436006388;Saint-Paul (Le Marais);PARIS-04EME;metro
1696;2.30982009380661;48.8721798206485;Saint-Philippe du Roule;PARIS-08EME;metro
1697;2.32693263560201;48.8465803886283;Saint-Placide;PARIS-06EME;metro
1699;2.36702409525746;48.8612805878047;Saint-Sébastien-Froissart;PARIS-03EME;metro
1698;2.33086756439724;48.8508047851976;Saint-Sulpice;PARIS-06EME;metro
1631;2.30782041849586;48.8467524550776;Ségur;PARIS-15EME;metro
1702;2.3466136387446;48.8674133308826;Sentier;PARIS-02EME;metro
1632;2.32587286292213;48.8512043552606;Sèvres-Babylone;PARIS-07EME;metro
1633;2.31018390371145;48.8451307700065;Sèvres-Lecourbe;PARIS-15EME;metro
1621;2.34709106533484;48.8946326891969;Simplon;PARIS-18EME;metro
1622;2.32268062216292;48.8585512442859;Solférino;PARIS-07EME;metro
1627;2.3670850145355;48.88430478953;Stalingrad;PARIS-19EME;metro
1628;2.35409710573389;48.8691997057755;Strasbourg-Saint-Denis;PARIS-02EME;metro
1630;2.36186696356924;48.8510338403896;Sully-Morland;PARIS-04EME;metro
55329;2.3985900637686;48.8753936353787;Telegraphe;PARIS-20EME;metro
1634;2.36108072227889;48.8663687823143;Temple;PARIS-03EME;metro
1635;2.29803071264819;48.8780661989513;Ternes;PARIS-17EME;metro
1636;2.35724192740466;48.8265068988465;Tolbiac;PARIS-13EME;metro
1638;2.33305807671909;48.87650879316;Trinité-d'Estienne d'Orves;PARIS-09EME;metro
1639;2.2870198439694;48.8629708358403;Trocadéro;PARIS-16EME;metro
1640;2.33031418026416;48.8644970966975;Tuileries;PARIS-01ER;metro
1643;2.32193434751113;48.848871662506;Vaneau;PARIS-07EME;metro
1644;2.31553023354222;48.8575166012889;Varenne;PARIS-07EME;metro
1645;2.30098263992519;48.839568032804;Vaugirard (Adolphe Chérioux);PARIS-15EME;metro
1646;2.32900321886739;48.8420036541946;Vavin;PARIS-06EME;metro
1648;2.28526726839526;48.8696716618644;Victor Hugo;PARIS-16EME;metro
1650;2.36394352657996;48.8041740664156;Villejuif-Léo Lagrange;VILLEJUIF;metro
1649;2.36697471484243;48.7870020157205;Villejuif-Louis Aragon;VILLEJUIF;metro
1651;2.3679661373898;48.7959447270881;Villejuif-Paul Vaillant Couturier (Hôpital Paul Brousse);VILLEJUIF;metro
1654;2.31527055095629;48.8810543983372;Villiers;PARIS-17EME;metro
1656;2.30804114557479;48.8416970273909;Volontaires;PARIS-15EME;metro
1657;2.37988391957515;48.8578758428685;Voltaire (Léon Blum);PARIS-11EME;metro
1658;2.30465144209881;48.8838739610152;Wagram;PARIS-17EME;metro
1983;2.30120477822829;48.7550073109313;Antony;ANTONY;rer
1985;2.3278264234916;48.7989637452115;Arcueil-Cachan;CACHAN;rer
1990;2.32979761427205;48.8728028703553;Auber;PARIS-09EME;rer
1996;2.32113446607002;48.7935073907561;Bagneux;CACHAN;rer
2013;2.50525718810179;48.75310090772;Boissy-Saint-Léger;BOISSY-SAINT-LEGER;rer
2020;2.31227819045007;48.7801183311519;Bourg-la-Reine;BOURG-LA-REINE;rer
1932;2.52618908361756;48.844336863334;Bry-sur-Marne;BRY-SUR-MARNE;rer
1934;2.16311619600879;48.6959214088611;Bures-sur-Yvette;BURES-SUR-YVETTE;rer
1935;2.70933817857896;48.8368591172941;Bussy-Saint-Georges;BUSSY-SAINT-GEORGES;rer
1948;2.51014171776252;48.806933551171;Champigny;SAINT-MAUR-DES-FOSSES;rer
1954;2.29482513792001;48.8740492794881;Charles de Gaulle-Etoile;PARIS-17EME;rer
1956;2.15514835431857;48.8852963322756;Chatou-Croissy;CHATOU;rer
1970;2.34098394909947;48.8199505116218;Cité Universitaire;PARIS-14EME;rer
1891;2.09936095415186;48.7002331731339;Courcelle-sur-Yvette;GIF-SUR-YVETTE;rer
1904;2.33189346001924;48.8335919035577;Denfert-Rochereau;PARIS-14EME;rer
1920;2.29698589922482;48.7437886832867;Fontaine-Michalon;ANTONY;rer
1921;2.29164025123294;48.7877115245683;Fontenay-aux-Roses;FONTENAY-AUX-ROSES;rer
1922;2.46465286127281;48.8437625064903;Fontenay-sous-Bois;FONTENAY-SOUS-BOIS;rer
1845;2.340738666424;48.815573502265;Gentilly;GENTILLY;rer
1847;2.13695473827724;48.6985407790816;Gif-sur-Yvette;GIF-SUR-YVETTE;rer
1863;2.46386201370874;48.8210036992678;Joinville-le-Pont;JOINVILLE-LE-PONT;rer
1870;2.30410934209306;48.7619694674283;La Croix-de-Berny;ANTONY;rer
1871;2.23778294202689;48.8918864546148;La Défense (Grande Arche);PUTEAUX;rer
1873;2.15338410493974;48.6949629337936;La Hacquinière;BURES-SUR-YVETTE;rer
1880;2.3334990531545;48.807924912672;Laplace;ARCUEIL;rer
1878;2.51291857633747;48.7948325765358;La Varenne-Chennevières;SAINT-MAUR-DES-FOSSES;rer
1884;2.1917819885305;48.7047418078257;Le Guichet;ORSAY;rer
1794;2.48575027055873;48.805095526587;Le Parc de Saint-Maur;SAINT-MAUR-DES-FOSSES;rer
1799;2.28732714443584;48.7394976208092;Les Baconnets;ANTONY;rer
15524;2.13479742151308;48.890015499552;Le Vésinet-Centre;LE VESINET;rer
15523;2.12186949767266;48.8984273174854;Le Vésinet-Le Pecq;LE VESINET;rer
1805;2.63376007764926;48.8390665706901;Lognes;LOGNES;rer
1810;2.21133414998585;48.7062113003843;Lozère;PALAISEAU;rer
1811;2.34061361217477;48.8459336877987;Luxembourg;PARIS-05EME;rer
1830;2.78308875356856;48.8714327360736;Marne-la-Vallée Chessy;CHESSY;rer
1755;2.22340084401069;48.8953636025288;Nanterre-Préfecture;NANTERRE;rer
1756;2.21568588975438;48.9012605332833;Nanterre-Université;NANTERRE;rer
1757;2.19580884693953;48.8952591634623;Nanterre-Ville;NANTERRE;rer
1759;2.39594992326625;48.8483471801306;Nation;PARIS-12EME;rer
1762;2.51352194233088;48.8533527868298;Neuilly-Plaisance;NEUILLY-PLAISANCE;rer
1763;2.47216551811292;48.8349751721145;Nogent-sur-Marne;NOGENT-SUR-MARNE;rer
1764;2.61662827549023;48.8434939490491;Noisiel;NOISIEL;rer
1765;2.57801189139333;48.8426615529117;Noisy-Champs;NOISY-LE-GRAND;rer
1766;2.54793586078871;48.8411187758474;Noisy-le-Grand (Mont d'Est);NOISY-LE-GRAND;rer
1772;2.18236510671545;48.6975300700721;Orsay-Ville;ORSAY;rer
1775;2.24646053615073;48.7179912720136;Palaiseau;PALAISEAU;rer
1776;2.23736509678945;48.7079438633038;Palaiseau Villebon;PALAISEAU;rer
1778;2.31031788911288;48.770658015939;Parc de Sceaux;ANTONY;rer
1713;2.3370368298491;48.8389863698281;Port Royal;PARIS-05EME;rer
1668;2.28117460658218;48.7803728780303;Robinson;SCEAUX;rer
1675;2.1709148202125;48.8872296169075;Rueil-Malmaison;RUEIL-MALMAISON;rer
15522;2.09513896553659;48.8983940002723;Saint-Germain-en-Laye;SAINT-GERMAIN-EN-LAYE;rer
1624;2.47211272031285;48.8062801804394;Saint-Maur Créteil;SAINT-MAUR-DES-FOSSES;rer
1626;2.07107449147842;48.7030674560445;Saint-Rémy-lès-Chevreuse;SAINT-REMY-LES-CHEVREUSE;rer
1701;2.29720152282349;48.7814354425141;Sceaux;SCEAUX;rer
1629;2.50784465806546;48.7711274129549;Sucy Bonneuil;SUCY-EN-BRIE;rer
1637;2.65576579751211;48.8395400090998;Torcy;TORCY;rer
53960;2.77458654031172;48.8551968299676;Val d'europe;SERRIS;rer
1655;2.43106661912721;48.8472269351;Vincennes;VINCENNES;rer
1832;2.25881199978123;48.7244896946069;Massy-Palaiseau;MASSY;rer
5604;2.34501755059198;48.8526938691253;Saint-Michel Notre-Dame;PARIS-05EME;rer
1967;2.34663294001898;48.8611491276514;Chatelet-Les Halles;PARIS-01ER;rer
1843;2.35454912540286;48.8800360157373;Gare du Nord;PARIS-10EME;rer
1840;2.37407229997982;48.844757269576;Gare de Lyon;PARIS-12EME;rer
1833;595359;2415159.6667;Massy-Verrières;MASSY;rer
446307;2.40859776154048;48.8721691081024;ADRIENNE BOLLAND;PARIS-20EME;tram
446353;2.41003584738325;48.8435747376978;ALEXANDRA DAVID-NEEL;PARIS-12EME;tram
142785;2.45943609081747;48.906697097401;AUGUSTE DELAUNE;BOBIGNY;tram
446348;2.38098301732518;48.8254834414312;AVENUE DE FRANCE;PARIS-13EME;tram
136234;2.2780987169111;48.8361001462484;BALARD;PARIS-15EME;tram
446349;2.39303472504905;48.830268818073;BARON LEROY;PARIS-12EME;tram
433654;2.36182285037693;48.9375958835908;BASILIQUE DE SAINT-DENIS;SAINT-DENIS;tram
57295;2.22603101382263;48.8765333524342;BELVEDERE;SURESNES;tram
433649;2.44979711546528;48.906585259732;BOBIGNY - PABLO PICASSO;BOBIGNY;tram
136238;2.30084051192976;48.8286765199254;BRANCION;PARIS-15EME;tram
23877;2.23157894388315;48.821871966287;BRIMBORION;MEUDON;tram
465173;2.23171487086591;48.8219619638074;BRIMBORION;SEVRES;tram
446310;2.39665052083985;48.8850903758455;BUTTE DU CHAPEAU ROUGE;PARIS-19EME;tram
446315;2.38033612178792;48.898870234798;CANAL SAINT DENIS;PARIS-19EME;tram
445424;2.23843221269761;48.9075815062497;CHARLEBOURG;LA GARENNE-COLOMBES;tram
444982;2.32163616924495;48.9346182522321;CHEMIN DES RENIERS;VILLENEUVE-LA-GARENNE;tram
142808;2.36411393497228;48.9363012850823;CIMETIERE DE SAINT-DENIS;SAINT-DENIS;tram
136244;2.33862254050977;48.8203370331967;CITE UNIVERSITAIRE;PARIS-14EME;tram
446318;2.36283348646326;48.8985472451883;COLETTE BESSON;PARIS-18EME;tram
142806;2.37742428959459;48.9320153071647;COSMONAUTES;SAINT-DENIS;tram
142805;2.37764224115598;48.9316467716009;COSMONAUTES;LA COURNEUVE;tram
142801;2.40664217821568;48.9226869546748;DANTON;LA COURNEUVE;tram
446312;2.39769717384562;48.8944859588706;DELPHINE SEYRIG;PANTIN;tram
136235;2.28383227976527;48.8343862270764;DESNOUETTES;PARIS-15EME;tram
136240;2.31341317966581;48.8259070128131;DIDOT;PARIS-14EME;tram
142798;2.41723145097352;48.9181194385692;DRANCY-AVENIR;DRANCY;tram
142794;2.41709457576743;48.917787011844;DRANCY-AVENIR;BOBIGNY;tram
453852;2.39319552116119;48.8973415754459;ELLA FITZGERALD - GRANDS MOULINS DE PANTIN;PARIS-19EME;tram
433651;2.43512660474404;48.9132036843636;ESCADRILLE NORMANDIE-NIEMEN;BOBIGNY;tram
445426;2.24020423299722;48.8968433724045;FAUBOURG DE L'ARCHE;COURBEVOIE;tram
444984;2.30717786681876;48.9333168819557;GARE DE GENNEVILLIERS;GENNEVILLIERS;tram
433655;2.34530967666892;48.9359715234943;GARE DE ST-DENIS RER;SAINT-DENIS;tram
142796;2.43031659953867;48.9149555096477;GASTON ROULAUD;DRANCY;tram
142792;2.43013887159837;48.9146950249276;GASTON ROULAUD;BOBIGNY;tram
136237;2.29569395650457;48.8298342391211;GEORGES BRASSENS;PARIS-15EME;tram
465170;2.27259304891558;48.8349064280108;HENRI FARMAN;PARIS-15EME;tram
142793;2.42566809745386;48.9156510461004;HOPITAL AVICENNE;BOBIGNY;tram
142797;2.42579118664877;48.9158666428332;HOPITAL AVICENNE;DRANCY;tram
142807;2.3702031683557;48.9339407100428;HOPITAL DELAFONTAINE;SAINT-DENIS;tram
446309;2.40109289782322;48.8793811765532;HOPITAL ROBERT DEBRE;PARIS-19EME;tram
433650;2.4434644166626;48.9065596142388;HOTEL DE VILLE DE BOBIGNY;BOBIGNY;tram
142803;2.39285960667936;48.9272730173584;HOTEL DE VILLE DE LA COURNEUVE;LA COURNEUVE;tram
465169;2.26273740578347;48.8293373341873;ISSY - VAL DE SEINE;ISSY-LES-MOULINEAUX;tram
445423;2.23419952059866;48.9107503528726;JACQUELINE AURIOL;COLOMBES;tram
445433;2.25917222491321;48.8238750489213;JACQUES-HENRI LARTIGUE;ISSY-LES-MOULINEAUX;tram
136241;2.31881078177456;48.8247081187782;JEAN MOULIN;PARIS-14EME;tram
142786;2.45385567981373;48.9077721466046;JEAN ROSTAND;BOBIGNY;tram
433652;2.41062836351795;48.9207254126076;LA COURNEUVE - 8 MAI 1945;LA COURNEUVE;tram
433653;2.38426298216103;48.930103095549;LA COURNEUVE - SIX ROUTES;LA COURNEUVE;tram
465165;2.23641771047807;48.8918972901127;LA DEFENSE;PUTEAUX;tram
142790;2.43745817936778;48.9096743362744;LA FERME;BOBIGNY;tram
444981;2.32677179093878;48.9349737947418;LA NOUE;VILLENEUVE-LA-GARENNE;tram
444987;2.28849908383256;48.9316391521181;LE LUTH;GENNEVILLIERS;tram
57293;2.22035301247059;48.8567332361984;LES COTEAUX;SAINT-CLOUD;tram
444988;2.28324944464076;48.9300102647517;LES COURTILLES;ASNIERES-SUR-SEINE;tram
446344;2.23945079487089;48.9024417344135;LES FAUVELLES;LA GARENNE-COLOMBES;tram
57292;2.22109678526621;48.8499933641322;LES MILONS;SAINT-CLOUD;tram
23879;2.25135631324916;48.8215148922789;LES MOULINEAUX;ISSY-LES-MOULINEAUX;tram
444986;2.29467656895352;48.9332951014774;LE VILLAGE;GENNEVILLIERS;tram
142789;2.43863886272332;48.9068738690984;LIBERATION;BOBIGNY;tram
444979;2.33986691734332;48.9357830430896;L'ILE-SAINT-DENIS;L'ILE-SAINT-DENIS;tram
444980;2.33411727792386;48.9355943066754;MAIRIE DE VILLENEUVE-LA GARENNE;VILLENEUVE-LA-GARENNE;tram
142810;2.35567090935926;48.9385316221225;MARCHE DE SAINT-DENIS;SAINT-DENIS;tram
446304;2.40964862479711;48.8588222270759;MARIE DE MIRIBEL;PARIS-20EME;tram
446347;2.37736809751795;48.8242534045346;MARYSE BASTIE;PARIS-13EME;tram
142799;2.41434200630114;48.9190919350681;MAURICE LACHATRE;DRANCY;tram
142795;2.41413704491281;48.9188134710873;MAURICE LACHATRE;BOBIGNY;tram
465168;2.23998869052697;48.8192277635677;MEUDON SUR-SEINE;MEUDON;tram
446352;2.40907164766505;48.840524052395;MONTEMPOIVRE;PARIS-12EME;tram
136243;2.33362737917325;48.8214379781018;MONTSOURIS;PARIS-14EME;tram
23876;2.22526235345025;48.828683337868;MUSEE DE SEVRES;SEVRES;tram
142782;2.45951834006075;48.8953328034556;NOISY-LE-SEC RER;NOISY-LE-SEC;tram
444983;2.31356806119225;48.9339204416829;PARC DES CHANTERAINES;GENNEVILLIERS;tram
465167;2.22177972032894;48.8429702843216;PARC DE ST-CLOUD;SAINT-CLOUD;tram
445421;2.22451777695119;48.917639128237;PARC PIERRE LAGRAVERE;COLOMBES;tram
142783;2.46510491253035;48.9001081024747;PETIT NOISY;NOISY-LE-SEC;tram
446346;2.2174887713866;48.9233479903808;PONT DE BEZONS;BEZONS;tram
142784;2.46991643608493;48.9052704317164;PONT DE BONDY;NOISY-LE-SEC;tram
446284;2.2709622239273;48.8379613092664;PONT GARIGLIANO - HOPITAL EUROPEEN GEORGE POMPIDOU;PARIS-15EME;tram
446317;2.36885169363032;48.8986536474348;PORTE D'AUBERVILLIERS;PARIS-18EME;tram
446305;2.4087698120476;48.8635591194467;PORTE DE BAGNOLET;PARIS-20EME;tram
446350;2.39829140735388;48.8319604054521;PORTE DE CHARENTON;PARIS-12EME;tram
136248;2.36391073971091;48.8198172631532;PORTE DE CHOISY;PARIS-13EME;tram
446319;2.35781721285278;48.8984987868191;PORTE DE LA CHAPELLE;PARIS-18EME;tram
446314;2.38586957854023;48.8980008488859;PORTE DE LA VILLETTE - CITE DES SCIENCES ET DE L'INDUSTRIE;PARIS-19EME;tram
446303;2.41066219297729;48.8531819873301;PORTE DE MONTREUIL;PARIS-20EME;tram
446311;2.39572123839136;48.8888205286535;PORTE DE PANTIN - PARC DE LA VILLETTE;PARIS-19EME;tram
446323;2.40686698887072;48.8768704925935;PORTE DES LILAS;PARIS-20EME;tram
136239;2.30632037796183;48.8274602446116;PORTE DE VANVES;PARIS-14EME;tram
465172;2.2873128615217;48.8321677996835;PORTE DE VERSAILLES;PARIS-15EME;tram
446285;2.2881291423162;48.8327388525271;PORTE DE VERSAILLES - PARC DES EXPOSITIONS;PARIS-15EME;tram
446354;2.40961840670738;48.84692733686;PORTE DE VINCENNES;PARIS-12EME;tram
446302;2.4096052592298;48.847264376325;PORTE DE VINCENNES;PARIS-20EME;tram
465171;2.28101695641237;48.8317740310433;PORTE D'ISSY;ISSY-LES-MOULINEAUX;tram
136247;2.35948022920578;48.8190946629611;PORTE D'ITALIE;PARIS-13EME;tram
136249;2.37010473888322;48.8217840195029;PORTE D'IVRY;PARIS-13EME;tram
446351;2.40668229651099;48.8356137618706;PORTE DOREE;PARIS-12EME;tram
136242;2.32686248925964;48.8228666213637;PORTE D'ORLEANS;PARIS-14EME;tram
136246;2.35087222190799;48.8209294496501;POTERNE DES PEUPLIERS;PARIS-13EME;tram
23870;2.23313695315614;48.883158897771;PUTEAUX;PUTEAUX;tram
446316;2.37249037707827;48.8974258843192;ROSA PARKS;PARIS-19EME;tram
446306;2.40895224652756;48.8674280733386;SEVERINE;PARIS-20EME;tram
446286;2.34577478594422;48.8196267078302;STADE CHARLETY - PORTE DE GENTILLY;PARIS-13EME;tram
142802;2.40120998634057;48.9245862357246;STADE GEO ANDRE;LA COURNEUVE;tram
465166;2.22139713654109;48.8679505323939;SURESNES LONGCHAMP;SURESNES;tram
302756;2.27627726552119;48.8336141577488;SUZANNE LENGLEN;PARIS-15EME;tram
142811;2.35017300102966;48.9372382404843;THEATRE GERARD PHILIPE;SAINT-DENIS;tram
444985;2.30119674337625;48.9331175130385;TIMBAUD;GENNEVILLIERS;tram
445422;2.23014400439772;48.9137080056912;VICTOR BASCH;COLOMBES;tram
